,bra size,cup size,fit,height,hips,item_id,length,quality,size,user_id,waist,hip_waist_ratio
722,36.0,c,fit,67.0,33.0,125442,just right,5.0,9,860812,28.0,0.8484848484848485
723,32.0,b,fit,66.0,,125442,just right,4.0,5,601891,,0.8475235268649493
724,38.0,c,fit,65.0,41.0,125442,just right,5.0,13,145297,35.0,0.8536585365853658
726,36.0,d,fit,67.0,42.0,125442,just right,4.0,9,870243,36.0,0.8571428571428571
729,36.0,d,fit,67.0,,125442,just right,5.0,13,423806,,0.8475235268649493
730,34.0,a,fit,68.0,,125442,just right,5.0,5,399286,,0.8475235268649493
731,32.0,b,fit,64.0,36.0,125442,just right,4.0,5,439944,31.0,0.8611111111111112
733,32.0,b,fit,63.0,36.0,125442,just right,5.0,5,170951,31.0,0.8611111111111112
734,38.0,dd/e,fit,65.0,45.0,125442,just right,4.0,11,650727,38.0,0.8444444444444444
739,30.0,ddd/f,fit,65.0,38.0,125442,just right,4.0,11,291896,32.0,0.8421052631578947
745,34.0,dd/e,fit,65.0,40.0,125442,just right,5.0,9,691997,34.0,0.85
748,32.0,a,fit,58.0,35.0,125442,just right,5.0,5,659737,30.0,0.8571428571428571
749,34.0,c,fit,64.0,,125442,just right,4.0,5,277224,,0.8475235268649493
752,36.0,dd/e,fit,63.0,36.0,125442,just right,5.0,13,760147,31.0,0.8611111111111112
753,32.0,d,fit,65.0,36.0,125442,just right,5.0,5,649271,31.0,0.8611111111111112
756,36.0,d,fit,62.0,37.0,125442,just right,5.0,9,900882,31.0,0.8378378378378378
760,32.0,c,fit,62.0,38.0,125442,just right,5.0,9,70826,32.0,0.8421052631578947
761,32.0,b,fit,64.0,33.0,125442,just right,4.0,5,587694,28.0,0.8484848484848485
763,,,fit,64.0,,125442,just right,5.0,9,781087,,0.8475235268649493
765,36.0,b,fit,65.0,39.0,125442,just right,5.0,9,654796,33.0,0.8461538461538461
769,,,fit,63.0,,125442,just right,4.0,9,455670,,0.8475235268649493
770,32.0,c,fit,68.0,34.0,125442,just right,5.0,5,445861,29.0,0.8529411764705882
773,34.0,d,fit,67.0,42.0,125442,just right,4.0,9,191711,36.0,0.8571428571428571
774,36.0,b,fit,61.0,36.0,125442,just right,5.0,9,650785,31.0,0.8611111111111112
776,32.0,d,fit,62.0,,125442,just right,5.0,5,416516,,0.8475235268649493
779,36.0,dd/e,fit,66.0,,125442,just right,4.0,11,374647,,0.8475235268649493
781,36.0,c,fit,67.0,37.0,125442,just right,4.0,13,275135,31.0,0.8378378378378378
782,32.0,ddd/f,fit,65.0,30.0,125442,just right,5.0,7,944916,26.0,0.8666666666666667
783,34.0,a,fit,65.0,,125442,just right,4.0,11,671874,,0.8475235268649493
784,34.0,b,fit,62.0,34.0,125442,just right,5.0,5,838743,29.0,0.8529411764705882
785,38.0,d,fit,65.07546831585552,,125442,just right,4.0,9,361453,,0.8475235268649493
786,36.0,d,fit,64.0,37.0,125442,just right,5.0,7,592288,31.0,0.8378378378378378
788,38.0,dd/e,fit,61.0,35.0,125442,just right,5.0,13,661145,30.0,0.8571428571428571
789,30.0,c,fit,62.0,,125442,just right,5.0,5,61569,,0.8475235268649493
791,32.0,a,fit,65.0,37.0,125442,just right,5.0,9,676682,31.0,0.8378378378378378
793,34.0,a,fit,66.0,35.0,125442,just right,5.0,5,591432,30.0,0.8571428571428571
795,34.0,ddd/f,fit,60.0,,125442,just right,5.0,11,222501,,0.8475235268649493
799,,,fit,65.0,36.0,125442,just right,5.0,11,954619,31.0,0.8611111111111112
800,36.0,c,fit,68.0,41.0,125442,just right,5.0,11,164547,35.0,0.8536585365853658
801,36.0,b,fit,65.0,38.0,125442,just right,4.0,9,603988,32.0,0.8421052631578947
802,32.0,d,fit,64.0,41.0,125442,just right,5.0,7,932882,35.0,0.8536585365853658
805,34.0,a,fit,64.0,39.0,125442,just right,5.0,9,491209,33.0,0.8461538461538461
808,34.0,dd/e,fit,64.0,40.0,125442,just right,4.0,11,967793,34.0,0.85
809,36.0,dd/e,fit,64.0,41.0,125442,just right,5.0,11,257350,35.0,0.8536585365853658
811,36.0,b,fit,68.0,,125442,just right,5.0,7,431423,,0.8475235268649493
815,32.0,b,fit,62.0,34.0,125442,just right,4.0,5,403770,29.0,0.8529411764705882
816,38.0,c,fit,58.0,45.0,125442,just right,5.0,13,346392,38.0,0.8444444444444444
817,36.0,dd/e,fit,64.0,,125442,just right,5.0,11,751420,,0.8475235268649493
818,34.0,b,fit,68.0,36.0,125442,just right,5.0,7,105902,31.0,0.8611111111111112
819,34.0,c,fit,65.0,35.0,125442,just right,4.0,7,394096,30.0,0.8571428571428571
820,32.0,b,fit,63.0,,125442,just right,5.0,5,218192,,0.8475235268649493
824,32.0,b,fit,65.0,32.0,125442,just right,5.0,5,874003,27.0,0.84375
827,34.0,c,fit,66.0,40.0,125442,just right,5.0,7,483244,34.0,0.85
834,32.0,d,fit,65.0,,125442,just right,4.0,5,18835,,0.8475235268649493
836,36.0,d,fit,61.0,,125442,just right,4.0,11,855527,,0.8475235268649493
837,36.0,c,fit,63.0,,125442,just right,4.0,9,684324,,0.8475235268649493
838,28.0,ddd/f,fit,63.0,35.0,125442,just right,4.0,7,126539,30.0,0.8571428571428571
839,32.0,c,fit,63.0,37.0,125442,just right,5.0,5,30184,31.0,0.8378378378378378
840,32.0,d,fit,66.0,35.0,125442,just right,5.0,5,993273,30.0,0.8571428571428571
841,34.0,d,fit,60.0,35.0,125442,just right,5.0,7,779530,30.0,0.8571428571428571
842,34.0,c,fit,61.0,35.0,125442,just right,5.0,5,246170,30.0,0.8571428571428571
843,34.0,b,fit,63.0,35.0,125442,just right,4.0,9,336138,30.0,0.8571428571428571
846,34.0,c,fit,66.0,33.0,125442,just right,4.0,5,738090,28.0,0.8484848484848485
847,34.0,,fit,69.0,35.0,125442,just right,5.0,5,689657,30.0,0.8571428571428571
848,32.0,d,fit,66.0,34.0,125442,just right,5.0,5,425601,29.0,0.8529411764705882
849,32.0,a,fit,66.0,,125442,just right,4.0,5,773855,,0.8475235268649493
850,32.0,b,fit,64.0,36.0,125442,just right,4.0,5,207185,31.0,0.8611111111111112
851,34.0,a,fit,65.0,34.0,125442,just right,4.0,7,987324,29.0,0.8529411764705882
853,32.0,dd/e,fit,60.0,36.0,125442,just right,5.0,7,634606,31.0,0.8611111111111112
856,34.0,b,fit,63.0,32.0,125442,just right,4.0,5,701068,27.0,0.84375
857,36.0,c,fit,67.0,,125442,just right,4.0,11,307156,,0.8475235268649493
860,30.0,d,fit,65.0,31.0,125442,just right,5.0,5,58486,26.0,0.8387096774193549
863,34.0,d,fit,66.0,37.0,125442,just right,4.0,7,491064,31.0,0.8378378378378378
865,32.0,b,fit,67.0,30.0,125442,just right,4.0,5,79724,26.0,0.8666666666666667
868,32.0,a,fit,63.0,35.0,125442,just right,4.0,5,827782,30.0,0.8571428571428571
870,32.0,dd/e,fit,65.0,42.0,125442,just right,4.0,7,553967,36.0,0.8571428571428571
871,30.0,dd/e,fit,64.0,35.0,125442,just right,5.0,5,399981,30.0,0.8571428571428571
872,36.0,b,fit,62.0,36.0,125442,just right,5.0,9,548684,31.0,0.8611111111111112
873,36.0,b,fit,64.0,41.0,125442,just right,4.0,9,318570,35.0,0.8536585365853658
874,34.0,a,fit,65.0,36.0,125442,just right,5.0,7,917555,31.0,0.8611111111111112
876,34.0,c,fit,65.0,,125442,just right,5.0,11,620935,,0.8475235268649493
877,32.0,dd/e,fit,66.0,43.0,125442,just right,5.0,9,246391,37.0,0.8604651162790697
878,36.0,d,fit,62.0,41.0,125442,just right,5.0,13,25823,35.0,0.8536585365853658
879,34.0,d,fit,62.0,35.0,125442,just right,4.0,5,652493,30.0,0.8571428571428571
882,34.0,b,fit,68.0,36.0,125442,just right,5.0,5,122846,31.0,0.8611111111111112
883,34.0,c,fit,64.0,41.0,125442,just right,4.0,9,609561,35.0,0.8536585365853658
884,32.0,b,fit,67.0,33.0,125442,just right,5.0,5,998351,28.0,0.8484848484848485
886,34.0,d,fit,60.0,36.0,125442,just right,5.0,5,244580,31.0,0.8611111111111112
888,34.0,dd/e,fit,62.0,,125442,just right,5.0,11,960927,,0.8475235268649493
890,34.0,d,fit,67.0,37.0,125442,just right,5.0,5,301488,31.0,0.8378378378378378
892,34.0,b,fit,66.0,,125442,just right,5.0,7,534433,,0.8475235268649493
893,34.0,d,fit,65.0,37.0,125442,just right,5.0,7,647534,31.0,0.8378378378378378
898,34.0,c,fit,67.0,36.0,125442,just right,4.0,7,83945,31.0,0.8611111111111112
899,34.0,c,fit,63.0,35.0,125442,just right,5.0,7,33504,30.0,0.8571428571428571
900,32.0,aa,fit,67.0,35.0,125442,just right,4.0,5,512183,30.0,0.8571428571428571
903,32.0,d,fit,61.0,35.0,125442,just right,5.0,7,906742,30.0,0.8571428571428571
904,34.0,aa,fit,67.0,33.0,125442,just right,5.0,5,341901,28.0,0.8484848484848485
909,34.0,b,fit,66.0,,125442,just right,5.0,5,79156,,0.8475235268649493
914,34.0,c,fit,61.0,34.0,125442,just right,5.0,5,65811,29.0,0.8529411764705882
917,,,fit,63.0,34.0,125442,just right,5.0,7,681719,29.0,0.8529411764705882
918,34.0,b,fit,65.0,37.0,125442,just right,5.0,5,147645,31.0,0.8378378378378378
919,36.0,c,fit,65.0,,125442,just right,5.0,7,205424,,0.8475235268649493
922,32.0,a,fit,69.0,35.0,125442,just right,5.0,5,951091,30.0,0.8571428571428571
923,28.0,dd/e,fit,67.0,35.0,125442,just right,5.0,5,598817,30.0,0.8571428571428571
924,28.0,h,fit,63.0,39.0,125442,just right,4.0,7,92520,33.0,0.8461538461538461
926,34.0,b,fit,66.0,39.0,125442,just right,5.0,5,75116,33.0,0.8461538461538461
927,34.0,c,fit,65.0,35.0,125442,just right,5.0,7,772249,30.0,0.8571428571428571
929,32.0,h,fit,64.0,37.0,125442,just right,4.0,5,670294,31.0,0.8378378378378378
930,32.0,b,fit,65.0,30.0,125442,just right,5.0,5,532743,26.0,0.8666666666666667
931,32.0,b,fit,64.0,,125442,just right,5.0,7,324167,,0.8475235268649493
933,32.0,c,fit,66.0,38.0,125442,just right,5.0,5,607689,32.0,0.8421052631578947
934,34.0,a,fit,64.0,33.0,125442,just right,5.0,5,102360,28.0,0.8484848484848485
935,32.0,d,fit,71.0,,125442,just right,5.0,5,105514,,0.8475235268649493
938,,,fit,65.0,,125442,just right,5.0,5,731124,,0.8475235268649493
939,34.0,c,fit,61.0,,125442,just right,5.0,7,366699,,0.8475235268649493
940,34.0,c,fit,63.0,,125442,just right,5.0,5,645377,,0.8475235268649493
941,34.0,ddd/f,fit,65.0,36.0,125442,just right,4.0,9,924679,31.0,0.8611111111111112
944,,,fit,64.0,,125442,just right,4.0,7,283247,,0.8475235268649493
946,36.0,c,fit,69.0,39.0,125442,just right,5.0,7,32767,33.0,0.8461538461538461
948,36.0,c,fit,63.0,37.0,125442,just right,5.0,7,776467,31.0,0.8378378378378378
949,34.0,a,fit,69.0,36.0,125442,just right,5.0,5,192882,31.0,0.8611111111111112
952,34.0,d,fit,66.0,38.0,125442,just right,4.0,9,31496,32.0,0.8421052631578947
954,34.0,dd/e,fit,67.0,39.0,125442,just right,4.0,9,492527,33.0,0.8461538461538461
955,36.0,d,fit,65.0,40.0,125442,just right,5.0,9,112970,34.0,0.85
958,34.0,d,fit,66.0,37.0,125442,just right,5.0,9,843224,31.0,0.8378378378378378
960,36.0,c,fit,64.0,,125442,just right,4.0,7,798902,,0.8475235268649493
961,34.0,a,fit,66.0,,125442,just right,5.0,9,880413,,0.8475235268649493
963,32.0,d,fit,63.0,36.0,125442,just right,4.0,5,780766,31.0,0.8611111111111112
968,32.0,a,fit,63.0,33.0,125442,just right,4.0,7,586839,28.0,0.8484848484848485
970,36.0,c,fit,64.0,,125442,just right,4.0,9,959838,,0.8475235268649493
971,32.0,b,fit,61.0,35.0,125442,just right,4.0,5,921746,30.0,0.8571428571428571
972,36.0,a,fit,71.0,36.0,125442,just right,5.0,7,240764,31.0,0.8611111111111112
974,34.0,b,fit,64.0,,125442,just right,4.0,7,840637,,0.8475235268649493
976,30.0,b,fit,64.0,30.0,125442,just right,4.0,5,343928,26.0,0.8666666666666667
977,34.0,dd/e,fit,67.0,40.0,125442,just right,5.0,9,575980,34.0,0.85
978,32.0,b,fit,68.0,40.0,125442,just right,5.0,7,426601,34.0,0.85
981,34.0,a,fit,64.0,,125442,just right,5.0,5,948917,,0.8475235268649493
982,32.0,b,fit,64.0,33.0,125442,just right,5.0,5,331519,28.0,0.8484848484848485
983,34.0,,fit,66.0,,125442,just right,5.0,5,168293,,0.8475235268649493
984,34.0,b,fit,63.0,36.0,125442,just right,5.0,7,388569,31.0,0.8611111111111112
985,36.0,a,fit,60.0,35.0,125442,just right,5.0,7,713936,30.0,0.8571428571428571
986,36.0,c,fit,64.0,30.0,125442,just right,4.0,5,734684,26.0,0.8666666666666667
987,34.0,b,fit,64.0,40.0,125442,just right,4.0,5,394991,34.0,0.85
990,34.0,d,fit,64.0,,125442,just right,5.0,5,966214,,0.8475235268649493
991,34.0,dd/e,fit,65.0,,125442,just right,4.0,7,904810,,0.8475235268649493
992,38.0,d,fit,69.0,,125442,just right,4.0,11,749663,,0.8475235268649493
993,34.0,c,fit,67.0,37.0,125442,just right,5.0,5,695561,31.0,0.8378378378378378
995,34.0,aa,fit,66.0,38.0,125442,just right,5.0,7,615361,32.0,0.8421052631578947
997,36.0,c,fit,65.0,35.0,125442,just right,5.0,9,996902,30.0,0.8571428571428571
998,34.0,d,fit,61.0,37.0,125442,just right,5.0,7,614179,31.0,0.8378378378378378
999,40.0,d,fit,65.0,44.0,125442,just right,5.0,13,491378,37.0,0.8409090909090909
1001,36.0,d,fit,64.0,35.0,125442,just right,5.0,9,446476,30.0,0.8571428571428571
1004,32.0,b,fit,67.0,43.0,125442,just right,4.0,11,992850,37.0,0.8604651162790697
1007,34.0,d,fit,64.0,39.0,125442,just right,4.0,7,848927,33.0,0.8461538461538461
1008,34.0,b,fit,62.0,37.0,125442,just right,5.0,7,549734,31.0,0.8378378378378378
1010,34.0,b,fit,66.0,41.0,125442,just right,5.0,7,84304,35.0,0.8536585365853658
1012,34.0,a,fit,69.0,37.0,125442,just right,4.0,7,337593,31.0,0.8378378378378378
1016,,,fit,65.0,,125442,just right,5.0,11,353305,,0.8475235268649493
1017,32.0,d,fit,61.0,37.0,125442,just right,5.0,5,666488,31.0,0.8378378378378378
1018,34.0,d,fit,63.0,38.0,125442,just right,4.0,11,124575,32.0,0.8421052631578947
1019,32.0,dd/e,fit,64.0,37.0,125442,just right,5.0,5,908284,31.0,0.8378378378378378
1020,32.0,a,fit,67.0,34.0,125442,just right,4.0,5,94971,29.0,0.8529411764705882
1021,32.0,dd/e,fit,66.0,,125442,just right,4.0,7,25492,,0.8475235268649493
1022,30.0,d,fit,62.0,36.0,125442,just right,4.0,5,21122,31.0,0.8611111111111112
1023,36.0,dd/e,fit,64.0,,125442,just right,5.0,11,803813,,0.8475235268649493
1024,34.0,dd/e,fit,67.0,41.0,125442,just right,5.0,13,809353,35.0,0.8536585365853658
1025,32.0,b,fit,61.0,33.0,125442,just right,5.0,7,951962,28.0,0.8484848484848485
1027,32.0,a,fit,65.0,36.0,125442,just right,5.0,5,274262,31.0,0.8611111111111112
1028,32.0,c,fit,64.0,37.0,125442,just right,4.0,5,561448,31.0,0.8378378378378378
1029,,,fit,65.0,,125442,just right,4.0,5,940716,,0.8475235268649493
1030,32.0,b,fit,61.0,36.0,125442,just right,4.0,7,635792,31.0,0.8611111111111112
1031,32.0,d,fit,63.0,34.0,125442,just right,4.0,5,821335,29.0,0.8529411764705882
1032,32.0,a,fit,67.0,36.0,125442,just right,5.0,5,627738,31.0,0.8611111111111112
1033,36.0,b,fit,66.0,37.0,125442,just right,5.0,7,903299,31.0,0.8378378378378378
1034,36.0,dd/e,fit,65.0,39.0,125442,just right,4.0,9,233245,33.0,0.8461538461538461
1036,36.0,dd/e,fit,61.0,38.0,125442,just right,4.0,9,192119,32.0,0.8421052631578947
1041,34.0,b,fit,67.0,37.0,125442,just right,5.0,7,935582,31.0,0.8378378378378378
1042,34.0,d,fit,67.0,39.0,125442,just right,5.0,9,790633,33.0,0.8461538461538461
1043,34.0,c,fit,63.0,36.0,125442,just right,4.0,7,943454,31.0,0.8611111111111112
1044,32.0,c,fit,64.0,36.0,125442,just right,5.0,5,215813,31.0,0.8611111111111112
1047,34.0,c,fit,64.0,36.0,125442,just right,4.0,5,971444,31.0,0.8611111111111112
1048,32.0,b,fit,65.0,36.0,125442,just right,5.0,7,405888,31.0,0.8611111111111112
1049,32.0,d,fit,67.0,31.0,125442,just right,5.0,5,576458,26.0,0.8387096774193549
1051,36.0,b,fit,66.0,38.0,125442,just right,5.0,5,259677,32.0,0.8421052631578947
1052,34.0,c,fit,68.0,37.0,125442,just right,5.0,9,628845,31.0,0.8378378378378378
1053,32.0,b,fit,65.0,37.0,125442,just right,5.0,7,320834,31.0,0.8378378378378378
1054,34.0,b,fit,69.0,36.0,125442,just right,4.0,7,778727,31.0,0.8611111111111112
1056,36.0,dd/e,fit,69.0,38.0,125442,just right,5.0,11,242662,32.0,0.8421052631578947
1057,34.0,c,fit,66.0,40.0,125442,just right,4.0,7,551630,34.0,0.85
1059,34.0,c,fit,68.0,42.0,125442,just right,4.0,9,349845,36.0,0.8571428571428571
1061,34.0,b,fit,68.0,,125442,just right,5.0,7,23410,,0.8475235268649493
1063,32.0,c,fit,67.0,31.0,125442,just right,5.0,5,362089,26.0,0.8387096774193549
1066,34.0,a,fit,64.0,33.0,125602,just right,5.0,5,877917,27.0,0.8181818181818182
1067,32.0,b,fit,64.0,35.0,126560,just right,5.0,4,138702,25.0,0.7142857142857143
1076,34.0,d,fit,64.0,44.0,126560,just right,5.0,15,862457,37.0,0.8409090909090909
1080,34.0,c,fit,64.0,36.0,126560,just right,5.0,8,885947,31.0,0.8611111111111112
1082,32.0,c,fit,64.0,34.0,126560,just right,5.0,4,71161,29.0,0.8529411764705882
1085,38.0,c,fit,59.0,49.0,126560,just right,5.0,26,183013,42.0,0.8571428571428571
1087,34.0,b,fit,61.0,36.0,126560,just right,4.0,8,339143,31.0,0.8611111111111112
1088,32.0,c,fit,64.0,35.0,126560,just right,5.0,4,281826,30.0,0.8571428571428571
1091,40.0,c,fit,64.0,50.0,126560,just right,5.0,26,780339,42.0,0.84
1092,34.0,d,fit,61.0,,126560,just right,4.0,4,381138,,0.8475235268649493
1094,44.0,b,fit,66.0,45.0,126560,just right,4.0,32,55181,38.0,0.8444444444444444
1096,34.0,b,fit,67.0,40.0,126560,just right,4.0,8,462877,34.0,0.85
1097,42.0,ddd/f,fit,70.0,56.0,126560,just right,4.0,38,753853,48.0,0.8571428571428571
1098,40.0,c,fit,60.0,60.0,126560,just right,4.0,38,196518,51.0,0.85
1103,38.0,dd/e,fit,67.0,41.0,126560,just right,5.0,12,346889,35.0,0.8536585365853658
1104,38.0,i,fit,66.0,41.0,126560,just right,4.0,20,399484,35.0,0.8536585365853658
1106,36.0,h,fit,62.0,45.0,126560,just right,4.0,12,82801,38.0,0.8444444444444444
1113,34.0,b,fit,66.0,37.0,126560,just right,4.0,8,325312,31.0,0.8378378378378378
1120,36.0,b,fit,66.0,,126560,just right,5.0,4,97868,,0.8475235268649493
1121,32.0,c,fit,64.0,35.0,126560,just right,4.0,1,515200,30.0,0.8571428571428571
1124,,,fit,67.0,,126560,just right,4.0,12,615182,,0.8475235268649493
1127,34.0,b,fit,68.0,40.0,126560,just right,5.0,8,482531,34.0,0.85
1128,38.0,c,fit,64.0,38.0,126560,just right,4.0,20,51450,32.0,0.8421052631578947
1134,40.0,d,fit,65.0,44.0,126560,just right,4.0,15,948555,37.0,0.8409090909090909
1142,34.0,c,fit,62.0,44.0,126560,just right,5.0,12,381842,37.0,0.8409090909090909
1143,,,fit,66.0,,126560,just right,5.0,4,566139,,0.8475235268649493
1147,,,fit,63.0,,126560,just right,4.0,12,524429,,0.8475235268649493
1148,36.0,d,fit,64.0,35.0,126560,just right,5.0,8,337298,30.0,0.8571428571428571
1149,34.0,d,fit,65.0,34.0,126560,just right,5.0,4,539392,29.0,0.8529411764705882
1151,34.0,dd/e,fit,66.0,,126560,just right,4.0,8,596244,,0.8475235268649493
1157,32.0,c,fit,67.0,37.0,126560,just right,4.0,4,396542,31.0,0.8378378378378378
1160,38.0,d,fit,63.0,,126560,just right,4.0,15,591894,,0.8475235268649493
1163,36.0,b,fit,63.0,37.0,126560,just right,5.0,12,603627,31.0,0.8378378378378378
1165,,,fit,60.0,39.0,126560,just right,4.0,12,688213,33.0,0.8461538461538461
1174,36.0,c,fit,68.0,50.0,126885,just right,5.0,15,915410,34.0,0.68
1175,36.0,d,fit,68.0,40.0,126885,just right,5.0,12,342774,29.0,0.725
1176,40.0,ddd/f,fit,63.0,50.0,126885,just right,5.0,26,251459,44.0,0.88
1178,36.0,dd/e,fit,68.0,39.0,126885,just right,4.0,12,759510,33.0,0.8461538461538461
1181,38.0,d,fit,66.0,55.0,126885,just right,4.0,32,527964,47.0,0.8545454545454545
1182,42.0,dd/e,fit,64.0,,126885,just right,5.0,26,967136,,0.8475235268649493
1186,34.0,c,fit,65.0,39.0,126885,just right,5.0,8,170201,33.0,0.8461538461538461
1189,,,fit,65.07546831585552,,126885,just right,4.0,20,295466,,0.8475235268649493
1191,38.0,c,fit,70.0,,126885,just right,4.0,26,274016,,0.8475235268649493
1192,38.0,c,fit,71.0,40.0,126885,just right,5.0,12,449354,34.0,0.85
1194,36.0,c,fit,63.0,,126885,just right,5.0,12,116080,,0.8475235268649493
1195,36.0,dd/e,fit,65.0,,126885,just right,4.0,8,630506,,0.8475235268649493
1196,34.0,c,fit,66.0,37.0,126885,just right,4.0,4,70228,31.0,0.8378378378378378
1198,,,fit,67.0,,126885,just right,4.0,4,623193,,0.8475235268649493
1200,34.0,c,fit,64.0,39.0,126885,just right,5.0,8,47013,33.0,0.8461538461538461
1202,36.0,c,fit,68.0,46.0,126885,just right,4.0,20,211859,39.0,0.8478260869565217
1203,40.0,c,fit,68.0,52.0,126885,just right,4.0,38,526518,44.0,0.8461538461538461
1205,36.0,c,fit,68.0,,126885,just right,4.0,8,750791,,0.8475235268649493
1208,36.0,ddd/f,fit,66.0,,126885,just right,5.0,20,23782,,0.8475235268649493
1211,36.0,dd/e,fit,68.0,44.0,126885,just right,5.0,15,570393,37.0,0.8409090909090909
1212,34.0,b,fit,64.0,35.0,126885,just right,4.0,4,601186,30.0,0.8571428571428571
1213,38.0,dddd/g,fit,65.07546831585552,,126885,just right,5.0,26,212900,,0.8475235268649493
1215,34.0,b,fit,62.0,37.0,126885,just right,5.0,4,55658,31.0,0.8378378378378378
1217,48.0,c,fit,64.0,55.0,126885,just right,4.0,32,4371,47.0,0.8545454545454545
1219,40.0,c,fit,66.0,42.0,126885,just right,5.0,20,848009,36.0,0.8571428571428571
1224,38.0,d,fit,66.0,48.0,126885,just right,4.0,20,547646,41.0,0.8541666666666666
1225,34.0,a,fit,69.0,35.0,126885,just right,5.0,12,947281,30.0,0.8571428571428571
1226,34.0,b,fit,66.0,37.0,126885,just right,4.0,8,718475,31.0,0.8378378378378378
1237,42.0,ddd/f,fit,70.0,48.0,126885,just right,5.0,38,554721,41.0,0.8541666666666666
1238,34.0,b,fit,68.0,,126885,just right,5.0,8,646159,,0.8475235268649493
1242,40.0,c,fit,64.0,37.0,126885,just right,5.0,20,727559,31.0,0.8378378378378378
1243,38.0,c,fit,70.0,36.0,126885,just right,4.0,12,485173,31.0,0.8611111111111112
1245,36.0,d,fit,68.0,,126885,just right,5.0,8,167871,,0.8475235268649493
1252,34.0,ddd/f,fit,69.0,38.0,126885,just right,4.0,12,716249,32.0,0.8421052631578947
1254,34.0,c,fit,66.0,,126885,just right,5.0,12,398302,,0.8475235268649493
1262,36.0,a,fit,67.0,41.0,126885,just right,4.0,12,129688,35.0,0.8536585365853658
1263,42.0,ddd/f,fit,68.0,42.0,126885,just right,5.0,20,136554,36.0,0.8571428571428571
1268,38.0,dddd/g,fit,62.0,,126885,just right,4.0,20,87710,,0.8475235268649493
1273,36.0,c,fit,68.0,39.0,126885,just right,5.0,12,159706,33.0,0.8461538461538461
1274,,,fit,70.0,34.0,126885,just right,4.0,38,792587,29.0,0.8529411764705882
1279,46.0,ddd/f,fit,68.0,47.0,126885,just right,4.0,26,704256,40.0,0.851063829787234
1281,48.0,dd/e,fit,69.0,,126885,just right,4.0,38,586645,,0.8475235268649493
1285,42.0,dd/e,fit,69.0,50.0,126885,just right,4.0,26,421637,42.0,0.84
1289,42.0,c,fit,64.0,32.0,126885,just right,5.0,20,651541,27.0,0.84375
1290,42.0,dd/e,fit,71.0,35.0,126885,just right,4.0,26,279303,30.0,0.8571428571428571
1292,42.0,dd/e,fit,66.0,,126885,just right,5.0,26,10330,,0.8475235268649493
